Kommune,Tag,Datum,Zeit,1. Straße,2. Straße,Nr.,StrG,Str.-Nr.,AbsX,Abs.X,Km,Meter,GEO_X,GEO_Y,KAT,TYP,UTYP,BET,GT,SV,LV,ALC,VU-F,Bet_01,Folg_01,VB_01,U1_01,U2_01,BT_ALT01,BT_M/W01,Bet_02,Folg_02,VB_02,U1_02,U2_02,BT_ALT02,BT_M/W02,Bet_03,Folg_03,VB_03,U1_03,U2_03,BT_ALT03,BT_M/W03,Bet_04,Folg_04,VB_04,U1_04,U2_04,BT_ALT04,BT_M/W04,Bet_05,Folg_05,VB_05,U1_05,U2_05,BT_ALT05,BT_M/W05,Bet_06,Folg_06,VB_06,U1_06,U2_06,BT_ALT06,BT_M/W06,Bet_07,Folg_07,VB_07,U1_07,U2_07,BT_ALT07,BT_M/W07,Bet_08,Folg_08,VB_08,U1_08,U2_08,BT_ALT08,BT_M/W08,Bet_09,Folg_09,VB_09,U1_09,U2_09,BT_ALT09,BT_M/W09,Bet_10,Folg_10,VB_10,U1_10,U2_10,BT_ALT10,BT_M/W10,Bet_11,Folg_11,VB_11,U1_11,U2_11,BT_ALT11,BT_M/W11,Bet_12,Folg_12,VB_12,U1_12,U2_12,BT_ALT12,BT_M/W12,Bet_13,Folg_13,VB_13,U1_13,U2_13,BT_ALT13,BT_M/W13,Bet_14,Folg_14,VB_14,U1_14,U2_14,BT_ALT14,BT_M/W14,Bet_15,Folg_15,VB_15,U1_15,U2_15,BT_ALT15,BT_M/W15,Bet_16,Folg_16,VB_16,U1_16,U2_16,BT_ALT16,BT_M/W16,Bet_17,Folg_17,VB_17,U1_17,U2_17,BT_ALT17,BT_M/W17,Bet_18,Folg_18,VB_18,U1_18,U2_18,BT_ALT18,BT_M/W18,Bet_19,Folg_19,VB_19,U1_19,U2_19,BT_ALT19,BT_M/W19
Gütersloh,Mo,22.06.2015,08:20,Marienfelder Straße,Prinzenstraße,,G,,,,,,8.37135,51.9099,3,7,99,1,0,0,1,0,0,1,3,71,55,,61,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,22.06.2015,16:05,Friedrich-Ebert-Straße,,17,L,757,1,0,0,190,8.37919,51.9124,3,7,99,2,0,0,1,0,0,1,0,21,10,,49,1,2,3,71,,,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,24.06.2015,09:08,Münsterstraße,Spiekergasse,,G,,,,,,8.37617,51.9063,3,2,24,2,0,0,1,0,0,1,0,21,35,,60,1,2,3,71,10,,70,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,24.06.2015,11:45,Sundernstraße,Stadtring Sundern,,K,38,1,0,0,510,8.40557,51.9039,5,2,41,2,0,0,0,0,1,1,0,21,35,,,2,2,0,71,,,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,So,28.06.2015,13:46,Wilhelm-Baumann-Straße,,4,G,,,,,,8.36578,51.9048,3,3,71,2,0,0,2,0,0,1,3,71,49,37,17,1,2,3,71,,,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,30.06.2015,18:40,Nordring,,99,B,61,52,0,0,165,8.3682,51.9132,3,6,29,2,0,0,1,0,0,1,3,71,13,49,14,1,2,0,21,,,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,30.06.2015,16:09,Neuenkirchener Straße,Spexarder Postweg,,L,782,15,100,0,480,8.39287,51.8814,3,3,42,2,0,0,1,0,0,1,0,21,28,,27,2,2,3,72,,,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,30.06.2015,17:40,Carl-Miele-Straße,Annenstraße,,K,37,1,0,0,840,8.3969,51.9106,3,3,42,2,0,0,1,0,0,1,0,21,28,,50,1,2,3,71,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,01.07.2015,17:25,Friedrich-Ebert-Straße,,37,L,757,1,0,0,400,8.3804,51.9105,5,3,71,2,0,0,0,0,0,1,0,71,14,,22,1,2,0,21,,,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,01.07.2015,10:15,Franz-Grochtmann-Straße,,30,G,,,,,,8.42893,51.8913,5,1,22,2,0,0,0,0,0,1,0,71,49,,35,1,2,0,21,,,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,02.07.2015,07:29,Haller Straße,,188,K,32,6,0,0,300,8.40148,51.9511,3,7,19,2,0,0,1,0,0,1,0,40,36,,38,1,2,3,72,,,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,07.07.2015,17:22,Sundernstraße,Ulrikenweg,,K,38,1,0,2,390,8.43236,51.9049,3,2,11,2,0,0,1,0,0,1,0,21,35,,29,1,2,3,71,,,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,09.07.2015,11:58,Dalkestraße,,,G,,,,,,8.37747,51.9035,2,1,41,1,0,1,0,0,0,1,2,71,49,,36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,13.07.2015,17:41,Blankenhagener Weg,,91,G,,,,,,8.37013,51.9325,3,2,44,2,0,0,1,0,0,1,0,21,35,,89,1,2,3,71,,,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,14.07.2015,18:41,Haller Straße,,100,K,32,4,0,0,100,8.41222,51.9454,5,7,99,2,0,0,0,0,1,1,0,71,49,,73,2,2,0,21,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,15.07.2015,12:37,Avenwedder Straße,Buchenweg,,L,788,",",120,0,990,8.43906,51.9145,3,3,42,2,0,0,1,0,0,1,0,21,28,,66,2,2,3,72,,,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,15.07.2015,20:45,Neuenkirchener Straße,Brunnenstraße,,L,782,15,200,0,0,8.38405,51.8914,5,3,1,2,0,0,0,0,1,1,0,21,28,,44,2,2,0,71,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,16.07.2015,06:15,Ibrüggerstraße,,4,G,,,,,,8.39067,51.9047,3,7,14,2,0,0,1,0,0,1,0,21,36,,20,2,2,3,71,,,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Sa,18.07.2015,22:01,Brockhäger Straße,Haegestraße,31,L,782,20,0,0,340,8.37206,51.9172,1,3,22,2,1,0,0,1,0,1,1,71,1,2,23,1,2,0,21,,,40,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,So,19.07.2015,04:36,Strengerstraße,,22,G,,,,,,8.38337,51.9079,5,5,1,2,0,0,0,0,0,1,0,71,49,,30,1,2,0,21,,,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,20.07.2015,17:41,Verler Straße,Am Coesfeld,,L,757,3,0,2,820,8.42121,51.887,2,3,42,2,0,1,0,0,0,1,0,51,28,,56,1,2,2,71,10,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,20.07.2015,19:20,Carl-Bertelsmann-Straße,Carl-Miele-Straße,,L,788,10,0,0,0,8.42201,51.9103,3,2,24,2,0,0,1,0,0,1,3,11,49,13,55,2,2,0,71,,,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,20.07.2015,20:41,Brinkstraße,Georgstraße,,G,,,,,,8.37428,51.9159,3,1,22,1,0,0,1,0,0,1,3,71,10,,78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,21.07.2015,12:16,Stadtring Sundern,Auf der Haar,,G,,,,,,8.40125,51.8934,3,2,23,2,0,0,1,0,0,1,0,21,35,,75,1,2,3,71,,,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,22.07.2015,17:18,Auf der Benkert,Heidestraße,,G,,,,,,8.36451,51.9187,3,3,21,2,0,0,1,1,0,1,3,71,1,2,22,1,2,0,21,,,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,22.07.2015,22:20,Verler Straße,,360,L,757,4,0,0,400,8.42828,51.8836,3,6,82,2,0,0,2,0,0,1,3,71,11,13,51,1,2,3,71,10,13,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,24.07.2015,15:37,Kahlertstraße,,41,G,,,,,,8.38181,51.9147,3,3,41,2,0,0,1,0,0,1,0,21,37,,55,1,2,3,71,,,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,So,26.07.2015,18:56,Georgstraße,,36,G,,,,,,8.37635,51.9158,3,1,41,2,0,0,1,0,0,1,3,71,10,,8,1,2,0,21,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,28.07.2015,10:12,Carl-Bertelsmann-Straße,,94a,L,788,8,0,0,240,8.39611,51.9049,3,2,43,2,0,0,1,0,0,1,0,40,35,,50,1,2,3,71,,,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,28.07.2015,12:25,Isselhorster Straße,Franz-von-Sales-Straße,,K,36,3,0,0,0,8.44419,51.931,2,3,1,2,0,1,0,0,0,1,0,21,28,,43,1,2,2,71,,,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,29.07.2015,16:56,Kirchstraße,,21,G,,,,,,8.37998,51.9049,3,6,21,2,0,0,1,0,0,1,3,71,14,,18,1,2,0,21,,,51,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,30.07.2015,17:17,Verler Straße,Stadtring Sundern,,L,757,3,0,1,100,8.40359,51.8976,3,2,43,2,0,0,1,0,0,1,0,21,35,,44,1,2,3,71,,,64,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,30.07.2015,15:30,Verler Straße,,258,L,757,2,0,2,550,8.4178,51.8882,2,6,99,2,0,1,0,0,0,1,0,42,10,,22,1,2,2,71,,,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,31.07.2015,15:53,Moltkestraße,,63,G,,,,,,8.37521,51.9139,3,5,81,2,0,0,2,1,0,1,3,21,45,1,52,2,2,3,71,,,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,So,02.08.2015,10:58,Brüningsweg,,141,G,,,,,,8.36096,51.8722,2,6,51,2,0,1,1,0,0,1,2,71,49,,81,2,2,3,71,,,79,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,03.08.2015,11:09,Kampstraße,Reinhildenstraße,,G,,,,,,8.39847,51.9039,2,2,24,2,0,1,0,0,0,1,0,21,35,,19,1,2,2,71,,,77,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,03.08.2015,13:58,Carl-Zeiss-Straße,Robert-Bosch-Straße,,G,,,,,,8.41265,51.929,3,3,21,2,0,0,1,0,0,1,3,71,27,,84,2,2,0,21,13,49,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,05.08.2015,11:44,Münsterlandstraße,Holler Straße,,L,806,14,0,0,0,8.38016,51.9559,3,3,3,2,0,0,1,0,0,1,0,21,28,,76,1,2,3,71,,,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,05.08.2015,16:29,Verler Straße,,242,L,757,3,0,2,200,8.41432,51.8904,3,3,41,2,0,0,1,0,0,1,0,21,37,,29,1,2,3,71,10,,37,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,06.08.2015,09:15,Bogenstraße,Webereistraße,,G,,,,,,8.37611,51.9021,3,3,72,2,0,0,1,0,0,1,3,72,37,,26,1,2,0,21,,,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,07.08.2015,11:39,Hans-Böckler-Straße,,,G,,,,,,8.36141,51.8904,2,2,23,2,0,1,0,0,0,1,0,21,35,,52,2,2,2,71,10,,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,07.08.2015,18:57,Brunnenstraße,,28,G,,,,,,8.38721,51.8959,3,7,99,2,0,0,1,0,0,1,3,71,49,13,18,1,2,0,21,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,11.08.2015,08:16,Ottilienstraße,Teutoburger Weg,,G,,,,,,8.40625,51.9084,3,3,3,2,0,0,1,0,0,1,0,21,28,,28,2,2,3,71,,,53,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,11.08.2015,09:48,Friedhofstraße,Bultmannstraße,,G,,,,,,8.37097,51.9005,3,3,22,2,0,0,1,0,0,1,3,71,27,,41,1,2,0,21,,,55,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,11.08.2015,14:54,Verler Straße,Carl-Bertelsmann-Straße,,L,757,3,0,0,0,8.39293,51.9049,3,7,99,2,0,0,1,0,1,1,0,81,69,,,1,2,3,71,,,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,14.08.2015,17:13,Hochstraße,,22,G,,,,,,8.38186,51.8984,3,5,81,2,0,0,1,1,0,1,0,21,49,,62,1,2,3,71,1,49,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,18.08.2015,07:58,Herzebrocker Straße,Wiesenstraße,,G,,,,,,8.36566,51.9046,3,2,43,2,0,0,1,0,0,1,0,21,35,,19,1,2,3,71,,,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,18.08.2015,15:05,Carl-Bertelsmann-Straße,,26,G,,,,,,8.38728,51.9052,3,3,41,2,0,0,1,0,0,1,0,21,37,,36,2,2,3,71,49,,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,18.08.2015,15:33,Verler Straße,,293,L,757,3,0,0,200,8.4223,51.8866,5,1,99,2,0,0,0,0,0,1,0,71,10,49,17,1,2,0,21,,,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,19.08.2015,07:51,Auf'm Eickholt,,72,G,,,,,,8.3683,51.8873,3,7,19,3,0,0,1,0,0,1,0,21,36,,55,1,2,3,71,,,12,1,3,0,71,,,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,19.08.2015,17:10,Osthushenrichstraße,Mühlenweg,,G,,,,,,8.40024,51.9017,3,3,21,2,0,0,1,0,1,1,0,21,49,,45,2,2,3,71,,,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,20.08.2015,11:01,Im Heidkamp,,33,G,,,,,,8.35473,51.888,3,1,41,1,0,0,1,0,0,1,3,71,49,,53,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,21.08.2015,07:53,Schalückstraße,Schledebrückstraße,,G,,,,,,8.37215,51.8922,3,3,21,2,0,0,1,0,0,1,3,71,27,,16,2,2,0,21,,,51,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
